camera_site,filename,class_id,prob,class_name,count,rand_name,conf,expert_updated,event,timestamp,flash_fired
cam_1,I__00072-0.JPG,8,0.9919349,superb_lyrebird,1,xicPwf91XE475wQ2.JPG,0.839,0,45,1/10/2023 6:50:08,1
cam_1,I__00074-0.JPG,1,0.907092,tasmanian_pademelon,1,WpXu58vyAzVUxiFT.JPG,0.954,0,46,2/10/2023 8:44:22,0
cam_1,I__00075-0.JPG,1,0.84607494,tasmanian_pademelon,1,XqEMqDRfUxCVXb7q.JPG,0.938,0,46,2/10/2023 8:45:22,0
cam_1,I__00076-0.JPG,1,0.9742147,tasmanian_pademelon,1,J5aMyKaQyHRUg6J7.JPG,0.95,0,46,2/10/2023 8:46:06,0
cam_1,I__00077-0.JPG,1,0.9912322,tasmanian_pademelon,1,9cSAYU2zZSR7lleb.JPG,0.835,0,46,2/10/2023 8:48:24,0
cam_1,I__00078-0.JPG,8,0.9993735,superb_lyrebird,1,SkSLRrITayXWsajt.JPG,0.984,0,47,2/10/2023 12:49:52,0
cam_1,I__00079-0.JPG,1,0.99830794,tasmanian_pademelon,1,pbll7KuYrKR5Blde.JPG,0.958,0,48,3/10/2023 7:02:16,1
cam_1,I__00080-0.JPG,36,0.9147458,long_tailed_mouse,1,FsYynDW8r5kUc56t.JPG,0.951,0,49,4/10/2023 19:44:52,1
cam_1,I__00081-0.JPG,8,0.981371,superb_lyrebird,1,Pj11kIfgAM4VBjP6.JPG,0.885,0,50,5/10/2023 7:17:18,0
cam_1,I__00082-0.JPG,8,0.9858526,superb_lyrebird,1,fxugSzl6Z8SWa9O9.JPG,0.893,0,51,10/10/2023 12:03:24,0
cam_1,I__00083-0.JPG,1,0.9507568,tasmanian_pademelon,1,L0jaNpw3aIgTzhBP.JPG,0.885,0,52,11/10/2023 18:01:28,1
cam_1,I__00084-0.JPG,1,0.99337864,tasmanian_pademelon,1,GZNrzmUmDGNYnZaH.JPG,0.974,0,52,11/10/2023 18:02:28,1
cam_1,I__00085-0.JPG,8,0.978922,superb_lyrebird,1,DUm9I2EorZnn2Evb.JPG,0.859,0,53,18/10/2023 12:37:02,0
cam_1,I__00086-0.JPG,8,0.99513525,superb_lyrebird,1,a0pMXlt71IO2LmYP.JPG,0.946,0,54,19/10/2023 6:47:20,0
cam_1,I__00087-0.JPG,8,0.99636734,superb_lyrebird,1,Rolc7NDAo3FfGjMb.JPG,0.688,0,54,19/10/2023 6:47:50,0
cam_1,I__00088-0.JPG,1,0.5749313,tasmanian_pademelon,1,FynDK9j5FvY2zsZp.JPG,0.954,0,55,28/10/2023 11:24:04,0
cam_1,I__00089-0.JPG,8,0.99718636,superb_lyrebird,1,WkdbO1rC7e6HHJcO.JPG,0.945,0,56,28/10/2023 14:38:12,0
cam_1,I__00090-0.JPG,8,0.99667263,superb_lyrebird,1,0dT59kcrdYUKDnHD.JPG,0.972,0,57,2/11/2023 16:00:52,0
cam_1,I__00092-0.JPG,8,0.991097,superb_lyrebird,1,ZJchUIaYTCtCu5lK.JPG,0.797,0,57,2/11/2023 16:03:32,0
cam_1,I__00093-0.JPG,37,0.33010566,swamp_rat,1,ma9fBXIVVZja8ykQ.JPG,0.544,0,58,3/11/2023 21:47:42,1
cam_1,I__00095-0.JPG,1,0.716186,tasmanian_pademelon,1,ZGLpm2N9hI32UMcg.JPG,0.93,0,59,5/11/2023 7:26:30,0
cam_1,I__00096-0.JPG,12,0.9981552,short_beaked_echidna,1,tBWtlgbzAkn0eo3f.JPG,0.783,0,60,9/11/2023 22:00:44,1
cam_1,I__00097-0.JPG,1,0.9777027,tasmanian_pademelon,1,OBZ33rAnPkM6TTIV.JPG,0.906,0,61,18/11/2023 17:39:30,1
cam_1,I__00099-0.JPG,1,0.97938836,tasmanian_pademelon,1,xX0WtIUlvBAleep1.JPG,0.947,0,62,23/11/2023 10:43:24,0
cam_1,I__00100-0.JPG,1,0.99022067,tasmanian_pademelon,1,NIBHdMasImvjzI14.JPG,0.975,0,63,24/11/2023 7:22:00,0
cam_1,I__00101-0.JPG,1,0.9445818,tasmanian_pademelon,1,CU3ll3D52pUnrRHK.JPG,0.695,0,63,24/11/2023 7:22:30,0
cam_1,I__00102-0.JPG,1,0.98804593,tasmanian_pademelon,1,8IvgfVZLncKecrZ1.JPG,0.972,0,64,24/11/2023 7:29:28,0
cam_1,I__00103-0.JPG,1,0.97096664,tasmanian_pademelon,1,HsdPbAaYYuxPa7mL.JPG,0.965,0,65,24/11/2023 7:51:50,0
cam_1,I__00104-0.JPG,1,0.99537283,tasmanian_pademelon,1,6G1BR2gc10FcpOEF.JPG,0.951,0,65,24/11/2023 7:53:12,0
cam_1,I__00105-0.JPG,1,0.9919689,tasmanian_pademelon,1,FhDOMvksmKe2fx5S.JPG,0.965,0,65,24/11/2023 7:55:46,0
cam_1,I__00106-0.JPG,1,0.99753964,tasmanian_pademelon,1,UhN61I5AsuJxU1dp.JPG,0.961,0,65,24/11/2023 7:56:30,0
cam_1,I__00107-0.JPG,1,0.9843627,tasmanian_pademelon,1,YRh6ceoc5kSKEN0A.JPG,0.963,0,66,24/11/2023 12:43:26,0
cam_1,I__00108-0.JPG,1,0.97828853,tasmanian_pademelon,1,hb25DuWuqBGFfJ69.JPG,0.961,0,66,24/11/2023 12:44:18,0
cam_1,I__00110-0.JPG,1,0.9810682,tasmanian_pademelon,1,qIzbWHN9kuOxwX1B.JPG,0.947,0,67,30/11/2023 4:22:14,0
cam_1,I__00111-0.JPG,1,0.928057,tasmanian_pademelon,1,2PuRvto8UQgHdrY9.JPG,0.873,0,68,1/12/2023 12:32:14,1
cam_1,I__00112-0.JPG,1,0.99893564,tasmanian_pademelon,2,qGfSMlSzLqJLyU5p.JPG,0.96,0,69,1/12/2023 12:48:04,1
cam_1,I__00114-0.JPG,1,0.99439764,tasmanian_pademelon,1,kl0DVxklMSDEPKvS.JPG,0.97,0,70,3/12/2023 2:24:22,0
cam_1,I__00115-0.JPG,1,0.97465205,tasmanian_pademelon,1,RDTebN1IkTX3ztDC.JPG,0.949,0,71,4/12/2023 2:13:08,0
cam_1,I__00116-0.JPG,1,0.97318643,tasmanian_pademelon,1,OgU01JPeK9GatL3D.JPG,0.969,0,72,4/12/2023 5:22:56,0
cam_1,I__00117-0.JPG,1,0.996627,tasmanian_pademelon,1,YZe5v9UKw21xGPSH.JPG,0.921,0,73,4/12/2023 5:34:08,0
cam_1,I__00118-0.JPG,1,0.8845699,tasmanian_pademelon,1,XujlbWh7hhy7yR5C.JPG,0.825,0,73,4/12/2023 5:34:40,0
cam_1,I__00119-0.JPG,8,0.92461985,superb_lyrebird,1,nc7BrECqAsTRb8DH.JPG,0.827,0,74,8/12/2023 0:36:56,0
cam_1,I__00121-0.JPG,8,0.9973124,superb_lyrebird,1,xc1M8PoCMQgD7otp.JPG,0.968,0,75,8/12/2023 4:48:10,0
cam_1,I__00122-0.JPG,1,0.98992515,tasmanian_pademelon,1,nrO3wEeZtbu0DAth.JPG,0.931,0,76,8/12/2023 9:49:32,1
cam_1,I__00123-0.JPG,12,0.9994735,short_beaked_echidna,1,bWEMubKE3A33i7eY.JPG,0.875,0,77,10/12/2023 15:12:10,1
cam_1,I__00124-0.JPG,8,0.9184974,superb_lyrebird,2,KExwoGYAhCdtGk0s.JPG,0.397,0,78,12/12/2023 12:46:22,0
cam_1,I__00125-0.JPG,8,0.9954236,superb_lyrebird,1,sgeexehVgaBqOFcX.JPG,0.979,0,79,18/12/2023 2:30:40,0
cam_1,I__00126-0.JPG,8,0.98128706,superb_lyrebird,1,cG86iFgKNNbTEDV0.JPG,0.946,0,79,18/12/2023 2:32:06,0
cam_1,I__00127-0.JPG,16,0.9945311,bassian_thrush,1,Ccca8yAu3Hmi6qPd.JPG,0.674,0,80,19/12/2023 2:43:14,0
cam_1,I__00129-0.JPG,12,0.99878377,short_beaked_echidna,1,WrIwJFmIILSzre6c.JPG,0.949,0,81,20/12/2023 13:30:56,1
cam_1,I__00130-0.JPG,12,0.9996438,short_beaked_echidna,1,MF1P2u57msXqfO86.JPG,0.953,0,81,20/12/2023 13:33:30,1
cam_1,I__00131-0.JPG,12,0.99832565,short_beaked_echidna,1,J4xXV4YX8tRkg91y.JPG,0.891,0,81,20/12/2023 13:35:16,1
cam_1,I__00132-0.JPG,12,0.99947673,short_beaked_echidna,1,Rx8rY3nQbniBnjfm.JPG,0.947,0,81,20/12/2023 13:38:18,1
cam_1,I__00133-0.JPG,12,0.99598503,short_beaked_echidna,1,LSS0BgzDtX134VZE.JPG,0.942,0,81,20/12/2023 13:39:50,1
cam_1,I__00134-0.JPG,12,0.99913955,short_beaked_echidna,1,97OtTtv2bbqkDhWA.JPG,0.907,0,82,20/12/2023 15:28:20,1
cam_1,I__00135-0.JPG,1,0.99930775,tasmanian_pademelon,1,XV0ERiFMupUNUJes.JPG,0.957,0,83,22/12/2023 2:27:10,0
cam_1,I__00136-0.JPG,1,0.99778855,tasmanian_pademelon,1,EATFVwezTawCR5MS.JPG,0.955,0,83,22/12/2023 2:27:40,0
cam_1,I__00137-0.JPG,12,0.9991333,short_beaked_echidna,1,5c67pORdd6xB0Vrm.JPG,0.943,0,84,23/12/2023 12:58:48,0
cam_1,I__00138-0.JPG,1,0.99652773,tasmanian_pademelon,1,JJRDmVrkkiREsoT4.JPG,0.926,0,85,26/12/2023 9:10:52,0
cam_1,I__00139-0.JPG,1,0.9061651,tasmanian_pademelon,1,bp0bE8WYTNZV7mmN.JPG,0.833,0,85,26/12/2023 9:11:24,0
cam_2,I__00001-0.JPG,1,0.98992246,tasmanian_pademelon,1,m5fMzbm3nYrefRfU.JPG,0.756,0,1,21/07/2023 15:37:10,1
cam_2,I__00002-0.JPG,1,0.9577463,tasmanian_pademelon,1,dTVrEFerfs0QJ1Ef.JPG,0.958,0,1,21/07/2023 15:38:18,1
cam_2,I__00003-0.JPG,0,0.78196126,unknown_animal,1,HujeM7nT98H5k7M8.JPG,0.711,0,2,25/07/2023 4:49:04,1
cam_2,I__00004-0.JPG,8,0.99332774,superb_lyrebird,1,MygKbUpuxZIbEd0G.JPG,0.912,0,3,28/07/2023 9:27:06,1
cam_2,I__00005-0.JPG,1,0.9345085,tasmanian_pademelon,1,e8ihOSY7zfLqNlKR.JPG,0.837,0,4,2/08/2023 12:30:36,0
cam_2,I__00006-0.JPG,1,0.99197924,tasmanian_pademelon,1,9ANbppwbJE9M4iiU.JPG,0.952,0,4,2/08/2023 12:31:14,0
cam_2,I__00007-0.JPG,1,0.9891956,tasmanian_pademelon,1,yVC723BsiW9cpjzE.JPG,0.964,0,4,2/08/2023 12:31:58,0
cam_2,I__00008-0.JPG,0,0.99197924,tasmanian_pademelon,1,fZfHeMTl17C3RHvj.JPG,0.941,2,4,2/08/2023 12:32:28,0
cam_2,I__00009-0.JPG,1,0.9987087,tasmanian_pademelon,1,DRZRAjaO1gsRgVo0.JPG,0.958,0,5,2/08/2023 14:53:02,1
cam_2,I__00010-0.JPG,0,0.9987087,tasmanian_pademelon,1,h9iYb6f6nFVKrTJt.JPG,0.92,2,5,2/08/2023 14:54:02,1
cam_2,I__00011-0.JPG,0,0.9987087,tasmanian_pademelon,1,nujOLUUoYo3bu3LE.JPG,0.476,2,5,2/08/2023 14:55:02,1
cam_2,I__00012-0.JPG,0,0.9987087,tasmanian_pademelon,1,nxYOO3pmBb3oK85T.JPG,0.393,2,5,2/08/2023 14:56:04,1
cam_2,I__00013-0.JPG,0,0.9987087,tasmanian_pademelon,1,7LdBTKQuOrBZvZKH.JPG,0.781,2,5,2/08/2023 14:57:10,1
cam_2,I__00014-0.JPG,1,0.9980697,tasmanian_pademelon,1,mlxjl49JEmYTHubz.JPG,0.946,0,6,2/08/2023 15:30:30,1
cam_2,I__00015-0.JPG,0,0.9980697,tasmanian_pademelon,1,rEIA1QqH6Mi7na6w.JPG,0.173,2,6,2/08/2023 15:31:30,1
cam_2,I__00016-0.JPG,0,0.9980697,tasmanian_pademelon,1,xic3qvPXk6jY3pVY.JPG,0.711,2,6,2/08/2023 15:32:30,1
cam_2,I__00017-0.JPG,0,0.9980697,tasmanian_pademelon,1,svPtBggMh0oQpEpQ.JPG,0.757,2,6,2/08/2023 15:33:58,1
cam_2,I__00018-0.JPG,1,0.8637017,tasmanian_pademelon,1,yVKyEGzR9YNjOPjK.JPG,0.966,0,7,2/08/2023 16:18:56,1
cam_2,I__00019.JPG,8,1,superb_lyrebird,1,none,0,4,8,7/08/2023 8:19:10,1
cam_2,I__00020.JPG,8,1,superb_lyrebird,1,none,0,4,8,7/08/2023 8:20:46,1
cam_2,I__00021-0.JPG,1,0.9773303,tasmanian_pademelon,1,MrbOl6mcv9cZUU4e.JPG,0.946,0,9,8/08/2023 9:25:24,0
cam_2,I__00022-0.JPG,8,0.9944534,superb_lyrebird,1,poLkfWsOLSwUbelS.JPG,0.703,0,10,8/08/2023 14:47:16,1
cam_2,I__00023-0.JPG,1,0.97261536,tasmanian_pademelon,1,FDotmMBjBBiR0KJm.JPG,0.876,0,11,9/08/2023 14:44:44,1
cam_2,I__00024-0.JPG,1,0.7795696,tasmanian_pademelon,1,VnIClZkn2Y82OJfr.JPG,0.83,0,12,13/08/2023 14:10:32,1
cam_2,I__00025-0.JPG,1,0.9407492,tasmanian_pademelon,1,QO13I5cuvUpQIss3.JPG,0.965,0,13,13/08/2023 15:46:34,1
cam_2,I__00027-0.JPG,8,0.91939354,superb_lyrebird,1,2jR3Ls6wzUnAAOt0.JPG,0.918,0,14,14/08/2023 10:01:04,1
cam_2,I__00028-0.JPG,8,0.98655266,superb_lyrebird,1,Xhn3ttknQ5iZXKrr.JPG,0.697,0,15,14/08/2023 15:39:16,1
cam_2,I__00029-0.JPG,8,0.99092215,superb_lyrebird,1,ibBgtCldR2KQ1Ltc.JPG,0.971,0,16,15/08/2023 13:03:00,0
cam_2,I__00030-0.JPG,1,0.41291013,tasmanian_pademelon,1,K1onZmF4SQ6m3kPq.JPG,0.912,0,16,15/08/2023 13:07:26,0
cam_2,I__00031-0.JPG,8,0.9972134,superb_lyrebird,1,7t7KbT3qnLqQDBoX.JPG,0.927,0,17,28/08/2023 14:39:58,1
cam_2,I__00032-0.JPG,0,0.50984913,unknown_animal,1,8wHLZUXNHFyovbFC.JPG,0.476,0,18,29/08/2023 12:08:06,0
cam_2,I__00034-0.JPG,1,0.99522,tasmanian_pademelon,1,37uIQNTFfQvFRoSM.JPG,0.845,0,19,3/09/2023 16:37:54,1
cam_2,I__00036.JPG,8,1,superb_lyrebird,1,none,0,4,20,5/09/2023 14:50:22,0
cam_2,I__00037-0.JPG,8,0.727649,superb_lyrebird,1,3z53HuXHh07qvrjT.JPG,0.733,0,20,5/09/2023 14:51:50,0
cam_2,I__00038-0.JPG,0,0.47883177,unknown_animal,1,5UfnCEmhBXjyS0W0.JPG,0.112,0,21,6/09/2023 9:14:12,1
cam_2,I__00040-0.JPG,8,0.99064285,superb_lyrebird,1,yPAImQGlXlW4299u.JPG,0.835,0,22,6/09/2023 9:26:36,1
cam_2,I__00041-0.JPG,8,0.93202615,superb_lyrebird,1,re5s6EKsu1XTEL7V.JPG,0.835,0,23,6/09/2023 11:20:54,0
cam_2,I__00042-0.JPG,1,0.62486964,tasmanian_pademelon,2,JdEgIg1kYZpadDyB.JPG,0.298,0,24,7/09/2023 19:03:42,1
cam_2,I__00043-0.JPG,8,0.98275226,superb_lyrebird,1,G1dSHlEm3n3kfjSZ.JPG,0.634,0,25,18/09/2023 10:44:40,0
cam_2,I__00044-0.JPG,1,0.9941841,tasmanian_pademelon,1,PulaLj2jOScA8337.JPG,0.962,0,26,22/09/2023 8:31:46,0
cam_2,I__00045-0.JPG,8,0.9961404,superb_lyrebird,1,yfztBPzYiXzRNUNg.JPG,0.976,0,27,22/09/2023 10:31:26,0
cam_2,I__00046-0.JPG,8,0.99200284,superb_lyrebird,1,EMAdHWTIVtjdov1P.JPG,0.842,0,28,26/09/2023 10:00:26,0
cam_2,I__00047-0.JPG,8,0.9114427,superb_lyrebird,2,SLubnxjagYKw1RkL.JPG,0.345,0,28,26/09/2023 10:00:58,0
cam_2,I__00048-0.JPG,8,0.9940999,superb_lyrebird,1,YK09T233wD6DuamP.JPG,0.97,0,29,27/09/2023 6:53:42,1
cam_2,I__00049.JPG,0,1,unknown_animal,1,none,0,4,30,29/09/2023 11:13:34,1
cam_2,I__00050-0.JPG,1,0.9993266,tasmanian_pademelon,1,t8GQzCCVkxj4fAoq.JPG,0.96,0,31,30/09/2023 6:32:40,1
cam_2,I__00051-0.JPG,5,0.9978846,cat,1,8TVRejDvfpTRFnYq.JPG,0.894,0,32,30/09/2023 23:40:34,1
cam_2,I__00052-0.JPG,8,0.9939546,superb_lyrebird,1,BguJEpMGNxOrzKET.JPG,0.948,0,33,1/10/2023 18:07:22,1
cam_2,I__00053-0.JPG,8,0.94710165,superb_lyrebird,1,Uac7NDZbX6w76CDU.JPG,0.88,0,34,2/10/2023 12:54:20,0
cam_2,I__00054-0.JPG,8,0.27846715,superb_lyrebird,1,6eg2kzY7drsad1Wn.JPG,0.115,0,35,4/10/2023 8:54:42,0
cam_2,I__00055.JPG,0,0.27846715,superb_lyrebird,1,none,0,5,35,4/10/2023 8:55:42,1
cam_2,I__00056.JPG,0,0.27846715,superb_lyrebird,1,none,0,5,35,4/10/2023 8:56:42,1
cam_2,I__00057-0.JPG,1,0.8556439,tasmanian_pademelon,1,qk7hKfVoGdMpZ9oH.JPG,0.933,0,36,7/10/2023 18:07:58,1
cam_2,I__00058-0.JPG,8,0.9932435,superb_lyrebird,1,z8kitgnp4ZNXaUyw.JPG,0.632,0,37,8/10/2023 8:29:36,0
cam_2,I__00059-0.JPG,8,0.9876582,superb_lyrebird,1,r4FLq6eKgtKnCt5v.JPG,0.948,0,38,8/10/2023 16:52:54,0
cam_2,I__00060-0.JPG,8,0.9522522,superb_lyrebird,1,wkq18JTxkDr9vIRj.JPG,0.796,0,38,8/10/2023 16:56:00,1
cam_2,I__00061-0.JPG,1,0.9991929,tasmanian_pademelon,1,kGSQNUBJQdQHK4KI.JPG,0.966,0,39,10/10/2023 5:07:10,1
cam_2,I__00063-0.JPG,12,0.99909806,short_beaked_echidna,1,scRhQKroH0s2p2eV.JPG,0.892,0,40,18/10/2023 20:37:58,1
cam_2,I__00064-0.JPG,4,0.99921227,brushtail_possum,1,0F8NxoR3y8EDduEO.JPG,0.962,0,41,21/10/2023 2:32:20,1
cam_2,I__00065-0.JPG,12,0.9993431,short_beaked_echidna,1,DtCxzTKdyDtYil2w.JPG,0.828,0,42,27/10/2023 13:42:20,0
cam_2,I__00067-0.JPG,1,0.9648931,tasmanian_pademelon,1,diPpi0Gwpv13uYlf.JPG,0.947,0,43,1/11/2023 23:43:04,1
cam_2,I__00068-0.JPG,8,0.9835791,superb_lyrebird,1,ivRRbPSfQTZa4fAf.JPG,0.925,0,44,2/11/2023 8:45:54,0
cam_2,I__00069-0.JPG,8,0.9889337,superb_lyrebird,1,6Tk8t0O3c0lFEyui.JPG,0.967,0,45,2/11/2023 10:15:56,0
cam_2,I__00070-0.JPG,8,0.9572329,superb_lyrebird,1,zWegS30dWLpoUDYY.JPG,0.932,0,46,3/11/2023 15:35:24,0
cam_2,I__00071.JPG,8,1,superb_lyrebird,1,none,0,4,46,3/11/2023 15:35:54,0
cam_2,I__00072-0.JPG,8,0.91487175,superb_lyrebird,1,2X3VF6BJlo0aNm4r.JPG,0.68,0,46,3/11/2023 15:36:52,0
cam_2,I__00073.JPG,8,1,superb_lyrebird,1,none,0,4,46,3/11/2023 15:37:22,0
cam_2,I__00074-0.JPG,8,0.65277153,superb_lyrebird,1,NmmFLVWq7Bef8Fee.JPG,0.898,0,46,3/11/2023 15:37:54,0
cam_2,I__00075-0.JPG,8,0.9983151,superb_lyrebird,1,txu0q618EdOoYq77.JPG,0.977,0,46,3/11/2023 15:38:24,0
cam_2,I__00076-0.JPG,8,0.89534765,superb_lyrebird,1,RWEyJb5FYWEbZiNX.JPG,0.152,0,46,3/11/2023 15:39:14,0
cam_2,I__00077-0.JPG,8,0.7507833,superb_lyrebird,1,8M6TeppZ429kOGLA.JPG,0.838,0,47,4/11/2023 10:30:50,0
cam_2,I__00078-0.JPG,6,0.32529488,bare_nosed_wombat,1,l0qJQwNzE8pd1VPk.JPG,0.969,0,48,4/11/2023 19:07:20,1
cam_3,I__00001-0.JPG,1,0.92513937,tasmanian_pademelon,1,XJQ7xNVHLsTl13jR.JPG,0.97,0,1,27/07/2023 14:58:40,0
cam_3,I__00002-0.JPG,12,0.9898225,short_beaked_echidna,1,EgFOyF0IgG4tZ9UW.JPG,0.773,0,2,29/07/2023 0:50:36,1
cam_3,I__00003-0.JPG,12,0.9947871,short_beaked_echidna,1,hjk0LaMDWAFYi0TY.JPG,0.849,0,3,29/07/2023 3:08:42,1
cam_3,I__00004.JPG,3,1,tasmanian_devil,1,none,0,4,4,4/08/2023 0:34:02,1
cam_3,I__00005.JPG,0,1,unknown_animal,1,none,0,4,5,4/08/2023 9:57:56,1
cam_3,I__00007-0.JPG,1,0.9979243,tasmanian_pademelon,1,6gZgBp1iBT7N6Ix9.JPG,0.94,0,6,7/08/2023 15:53:48,1
cam_3,I__00008-0.JPG,1,0.9975673,tasmanian_pademelon,1,nInznQg0xrwi4LHm.JPG,0.971,0,6,7/08/2023 15:54:48,1
cam_3,I__00009-0.JPG,1,0.9925331,tasmanian_pademelon,1,d6OtrdZH5RC4QO0E.JPG,0.953,0,7,15/08/2023 14:17:30,0
cam_3,I__00010-0.JPG,1,0.9603271,tasmanian_pademelon,1,g52aiQH5rjOLgAxy.JPG,0.915,0,7,15/08/2023 14:18:20,0
cam_3,I__00011-0.JPG,1,0.99595225,tasmanian_pademelon,1,jNgziRY6BcjxHMxB.JPG,0.926,0,7,15/08/2023 14:19:06,0
cam_3,I__00012-0.JPG,1,0.9785987,tasmanian_pademelon,1,llndCgcNAy7R98UF.JPG,0.901,0,7,15/08/2023 14:19:48,0
cam_3,I__00013-0.JPG,1,0.9040244,tasmanian_pademelon,1,6hOnVnBAZAM8AoRf.JPG,0.958,0,7,15/08/2023 14:20:18,0
cam_3,I__00014-0.JPG,1,0.96290976,tasmanian_pademelon,1,XI3JB5LKLCWE7Xk6.JPG,0.971,0,7,15/08/2023 14:21:00,0
cam_3,I__00015-0.JPG,1,0.98306537,tasmanian_pademelon,1,DzM7tyVkgC7FkclE.JPG,0.975,0,7,15/08/2023 14:21:36,0
cam_3,I__00016-0.JPG,1,0.98888385,tasmanian_pademelon,1,MSrwZwMdKZxzthTQ.JPG,0.967,0,7,15/08/2023 14:22:08,0
cam_3,I__00017-0.JPG,1,0.97413796,tasmanian_pademelon,1,voLNNPOGsl3ysrlL.JPG,0.941,0,8,16/08/2023 13:14:42,0
cam_3,I__00018-0.JPG,1,0.9821321,tasmanian_pademelon,1,iaEuZEhIpRHjY9RA.JPG,0.851,0,8,16/08/2023 13:15:22,0
cam_3,I__00019-0.JPG,1,0.992949,tasmanian_pademelon,1,a9LKBsk6ynci5bYI.JPG,0.922,0,9,16/08/2023 14:55:00,0
cam_3,I__00020-0.JPG,6,0.87772834,bare_nosed_wombat,1,omXzzHGXsvi6Mmg0.JPG,0.927,0,10,16/08/2023 17:12:30,1
cam_3,I__00021-0.JPG,6,0.8868467,bare_nosed_wombat,1,e0N0vXGatrBOJGMj.JPG,0.904,0,10,16/08/2023 17:14:04,1
cam_3,I__00022-0.JPG,1,0.93201363,tasmanian_pademelon,1,XQkrrL3GAMAx1BxR.JPG,0.917,0,11,17/08/2023 9:08:56,0
cam_3,I__00023-0.JPG,1,0.7440052,tasmanian_pademelon,1,Iuu1hZaa0kf2tvVt.JPG,0.955,0,12,20/08/2023 9:44:48,0
cam_3,I__00024-0.JPG,1,0.76685816,tasmanian_pademelon,1,utFVn9Wr8umuw0Zp.JPG,0.956,0,13,20/08/2023 15:45:16,0
cam_3,I__00025-0.JPG,1,0.99433833,tasmanian_pademelon,1,lQkl1eHP1XiBspTO.JPG,0.964,0,14,21/08/2023 13:17:02,0
cam_3,I__00026-0.JPG,1,0.99668485,tasmanian_pademelon,1,fq5iA1c6aV9ZGmJr.JPG,0.972,0,15,23/08/2023 23:51:00,1
cam_3,I__00027-0.JPG,12,0.99915946,short_beaked_echidna,1,qNQ2E7yiCfI8sG28.JPG,0.916,0,16,24/08/2023 3:38:16,1
cam_3,I__00028-0.JPG,1,0.9951929,tasmanian_pademelon,1,9m7g3178iMtzr4bl.JPG,0.972,0,17,26/08/2023 15:30:12,1
cam_3,I__00029-0.JPG,1,0.9588496,tasmanian_pademelon,1,xaP3qtJwfW5GF6zx.JPG,0.948,0,18,27/08/2023 12:49:30,0
cam_3,I__00030-0.JPG,1,0.96317786,tasmanian_pademelon,1,CCQecJZZCRjdNtHU.JPG,0.882,0,18,27/08/2023 12:52:02,0
cam_3,I__00031-0.JPG,1,0.9444127,tasmanian_pademelon,1,rw2RfA743outODVb.JPG,0.855,0,19,27/08/2023 16:30:46,1
